,insId,name,urlName,instrument,isin,ticker,yahoo,sectorId,marketId,branchId,countryId,listingDate,country
0,2,AAK,aarhuskarlshamn,0,SE0011337708,AAK,AAK.ST,2.0,1,63.0,1,2005-09-29 00:00:00,Sverige
1,3,ABB,abb,0,CH0012221716,ABB,ABB.ST,5.0,1,23.0,1,1999-06-22 00:00:00,Sverige
2,6,Active Biotech,active-biotech,0,SE0001137985,ACTI,ACTI.ST,4.0,3,78.0,1,1997-11-25 00:00:00,Sverige
3,7,Addnode,addnode,0,SE0017885767,ANOD B,ANOD-B.ST,6.0,2,89.0,1,1999-06-10 00:00:00,Sverige
4,8,Addtech,addtech,0,SE0014781795,ADDT B,ADDT-B.ST,5.0,1,24.0,1,2001-09-03 00:00:00,Sverige
5,10,Alfa Laval,alfa-laval,0,SE0000695876,ALFA,ALFA.ST,5.0,1,24.0,1,2002-05-17 00:00:00,Sverige
6,13,Anoto,anoto,0,SE0010415281,ANOT,ANOT.ST,6.0,3,84.0,1,2000-03-15 00:00:00,Sverige
7,14,Arise Windpower,arise-windpower,0,SE0002095604,ARISE,ARISE.ST,10.0,3,12.0,1,2010-03-24 00:00:00,Sverige
8,17,Assa Abloy,assa-abloy,0,SE0007100581,ASSA B,ASSA-B.ST,5.0,1,31.0,1,1994-11-08 00:00:00,Sverige
9,18,AstraZeneca,astrazeneca,0,GB0009895292,AZN,AZN.ST,4.0,1,77.0,1,1999-04-06 00:00:00,Sverige
10,19,Atlas Copco A,atlas-copco,0,SE0017486889,ATCO A,ATCO-A.ST,5.0,1,23.0,1,1973-01-01 00:00:00,Sverige
11,20,Atrium Ljungberg,atrium-ljungberg,0,SE0000191827,ATRLJ B,ATRLJ-B.ST,1.0,1,75.0,1,1994-07-14 00:00:00,Sverige
12,21,Autoliv,autoliv,0,SE0000382335,ALIV SDB,ALIV-SDB.ST,8.0,1,48.0,1,1997-05-02 00:00:00,Sverige
13,22,Avanza Bank,avanza,0,SE0012454072,AZA,AZA.ST,1.0,1,69.0,1,1992-11-12 00:00:00,Sverige
14,24,Axfood,axfood,0,SE0006993770,AXFO,AXFO.ST,2.0,1,67.0,1,1997-06-27 00:00:00,Sverige
15,26,Bergman & Beving,bb-tools,0,SE0000101362,BERG B,BERG-B.ST,5.0,2,24.0,1,1987-01-01 00:00:00,Sverige
16,27,BE Group,be-group,0,SE0008321921,BEGR,BEGR.ST,5.0,3,24.0,1,2006-11-24 00:00:00,Sverige
17,28,Beijer Ref,beijer,0,SE0015949748,BEIJ B,BEIJ-B.ST,5.0,1,30.0,1,1985-12-03 00:00:00,Sverige
18,29,Beijer Alma,beijer-alma,0,SE0011090547,BEIA B,BEIA-B.ST,5.0,2,24.0,1,1990-01-01 00:00:00,Sverige
19,30,Beijer Electronics,beijer-electronics,0,SE0000671711,BELE,BELE.ST,6.0,2,83.0,1,2000-06-08 00:00:00,Sverige
20,31,Bergs Timber,bergs-timber,0,SE0018012932,BRG B,BRG-B.ST,7.0,3,21.0,1,1984-09-01 00:00:00,Sverige
21,32,Betsson,betsson,0,SE0018535684,BETS B,BETS-B.ST,8.0,2,54.0,1,1996-03-26 00:00:00,Sverige
22,33,Bilia,bilia,0,SE0009921588,BILI A,BILI-A.ST,8.0,1,48.0,1,1997-09-15 00:00:00,Sverige
23,34,Billerud,billerudkorsnas,0,SE0000862997,BILL,BILL.ST,7.0,1,21.0,1,2001-11-20 00:00:00,Sverige
24,35,BioGaia,biogaia,0,SE0017769995,BIOG B,BIOG-B.ST,2.0,2,65.0,1,1998-05-28 00:00:00,Sverige
25,36,Bioinvent,bioinvent,0,SE0015244520,BINV,BINV.ST,4.0,2,78.0,1,2001-06-12 00:00:00,Sverige
26,37,Biotage,biotage,0,SE0000454746,BIOT,BIOT.ST,4.0,1,79.0,1,2000-06-30 00:00:00,Sverige
27,38,Björn Borg,bjorn-borg,0,SE0017766520,BORG,BORG.ST,8.0,3,43.0,1,2004-12-20 00:00:00,Sverige
28,40,Boliden,boliden,0,SE0017768716,BOL,BOL.ST,7.0,1,17.0,1,2001-12-05 00:00:00,Sverige
29,41,Bong Ljungdahl,bong-ljungdahl,0,SE0000396061,BONG,BONG.ST,7.0,3,22.0,1,1988-01-18 00:00:00,Sverige
30,42,Brinova Fastigheter,brinova,0,SE0008347652,BRIN B,BRIN-B.ST,1.0,2,75.0,1,2003-11-20 00:00:00,Sverige
31,43,BTS Group,bts-group,0,SE0000805426,BTS B,BTS-B.ST,5.0,2,34.0,1,2001-06-06 00:00:00,Sverige
32,44,Bure Equity,bure-equity,0,SE0000195810,BURE,BURE.ST,1.0,1,73.0,1,1993-10-01 00:00:00,Sverige
33,45,Byggmax,byggmax,0,SE0003303627,BMAX,BMAX.ST,8.0,2,50.0,1,2010-06-02 00:00:00,Sverige
34,46,Castellum,castellum,0,SE0000379190,CAST,CAST.ST,1.0,1,75.0,1,1997-05-23 00:00:00,Sverige
35,47,Catena,catena,0,SE0001664707,CATE,CATE.ST,1.0,1,75.0,1,2006-04-26 00:00:00,Sverige
36,48,Nelly Group,qliro,0,SE0015245535,NELLY,NELLY.ST,8.0,3,43.0,1,2010-12-15 00:00:00,Sverige
37,49,CellaVision,cellavision,0,SE0000683484,CEVI,CEVI.ST,4.0,2,79.0,1,2007-05-28 00:00:00,Sverige
38,51,Clas Ohlson,clas-ohlson,0,SE0000584948,CLAS B,CLAS-B.ST,8.0,2,50.0,1,1999-10-05 00:00:00,Sverige
39,52,Cloetta,cloetta,0,SE0002626861,CLA B,CLA-B.ST,2.0,2,63.0,1,2008-12-08 00:00:00,Sverige
40,54,Concordia Maritime,concordia-maritime,0,SE0000102824,CCOR B,CCOR-B.ST,3.0,3,3.0,1,1984-01-01 00:00:00,Sverige
41,56,Concejo B,consilium,0,SE0000236382,CNCJO B,CNCJO-B.ST,6.0,3,88.0,1,1994-05-11 00:00:00,Sverige
42,57,Corem Property A,corem,0,SE0010714279,CORE A,CORE-A.ST,1.0,1,75.0,1,1997-06-24 00:00:00,Sverige
43,58,CTT Systems,ctt-systems,0,SE0000418923,CTT,CTT.ST,5.0,2,30.0,1,1997-11-11 00:00:00,Sverige
44,62,Diamyd Medical,diamyd-medical,0,SE0005162880,DMYD B,DMYD-B.ST,4.0,4,78.0,1,2013-05-20 00:00:00,Sverige
45,63,Diös Fastigheter,dios,0,SE0001634262,DIOS,DIOS.ST,1.0,2,75.0,1,2006-05-22 00:00:00,Sverige
46,64,Doro,doro,0,SE0000215493,DORO,DORO.ST,8.0,3,45.0,1,1993-11-20 00:00:00,Sverige
47,65,Duni,duni,0,SE0000616716,DUNI,DUNI.ST,2.0,2,64.0,1,2007-11-14 00:00:00,Sverige
48,66,Duroc,duroc,0,SE0000331266,DURC B,DURC-B.ST,5.0,3,24.0,1,1996-10-23 00:00:00,Sverige
49,67,Eastnine,east-capital-explorer,0,SE0002158568,EAST,EAST.ST,1.0,2,75.0,1,2007-11-09 00:00:00,Sverige
50,68,Elanders,elanders,0,SE0000119299,ELAN B,ELAN-B.ST,8.0,2,57.0,1,1989-01-01 00:00:00,Sverige
51,69,Elon,electra-gruppen,0,SE0001572520,ELON,ELON.ST,8.0,3,45.0,1,2006-05-04 00:00:00,Sverige
52,70,Electrolux B,electrolux,0,SE0016589188,ELUX B,ELUX-B.ST,8.0,1,45.0,1,1985-01-01 00:00:00,Sverige
53,71,Elekta,elekta,0,SE0000163628,EKTA B,EKTA-B.ST,4.0,1,79.0,1,1994-03-01 00:00:00,Sverige
54,72,Elos Medtech,elos,0,SE0000120776,ELOS B,ELOS-B.ST,4.0,2,79.0,1,1989-06-13 00:00:00,Sverige
55,73,Enea,enea,0,SE0009697220,ENEA,ENEA.ST,6.0,2,89.0,1,1989-12-19 00:00:00,Sverige
56,74,Eniro,eniro,0,SE0011256312,ENRO,ENRO.ST,8.0,3,56.0,1,2000-10-10 00:00:00,Sverige
57,75,EnQuest,enquest,0,GB00B635TG28,ENQ,ENQ.ST,3.0,2,2.0,1,2010-04-06 00:00:00,Sverige
58,77,Ericsson B,ericsson,0,SE0000108656,ERIC B,ERIC-B.ST,6.0,1,86.0,1,1976-01-01 00:00:00,Sverige
59,79,eWork,ework,0,SE0002402701,EWRK,EWRK.ST,6.0,3,89.0,1,2008-05-22 00:00:00,Sverige
60,80,Fabege,fabege,0,SE0011166974,FABG,FABG.ST,1.0,1,75.0,1,1998-09-24 00:00:00,Sverige
61,81,Fagerhult,fagerhult,0,SE0010048884,FAG,FAG.ST,5.0,2,32.0,1,1997-05-13 00:00:00,Sverige
62,82,Fastpartner A,fast-partner,0,SE0013512506,FPAR A,FPAR-A.ST,1.0,1,75.0,1,1994-02-14 00:00:00,Sverige
63,83,Fast Balder,balder,0,SE0017832488,BALD B,BALD-B.ST,1.0,1,75.0,1,1999-10-12 00:00:00,Sverige
64,85,Fenix Outdoor,fenix-outdoor,0,CH0242214887,FOI B,FOI-B.ST,8.0,1,43.0,1,1983-01-01 00:00:00,Sverige
65,86,Fingerprint Cards,fingerprint,0,SE0008374250,FING B,FING-B.ST,6.0,2,85.0,1,1998-05-08 00:00:00,Sverige
66,87,Formpipe Software,formpipe,0,SE0001338039,FPIP,FPIP.ST,6.0,3,90.0,1,2005-01-19 00:00:00,Sverige
67,88,Getinge,getinge,0,SE0000202624,GETI B,GETI-B.ST,4.0,1,80.0,1,1995-06-08 00:00:00,Sverige
68,94,Havsfrun Investment,havsfrun,0,SE0000312043,HAV B,HAV-B.ST,1.0,3,73.0,1,1998-06-12 00:00:00,Sverige
69,95,Heba,heba,0,SE0017911480,HEBA B,HEBA-B.ST,1.0,2,75.0,1,1994-06-13 00:00:00,Sverige
70,97,Hennes & Mauritz,hm,0,SE0000106270,HM B,HM-B.ST,8.0,1,43.0,1,1974-06-17 00:00:00,Sverige
71,98,Hexagon,hexagon,0,SE0015961909,HEXA B,HEXA-B.ST,5.0,1,38.0,1,1993-01-01 00:00:00,Sverige
72,99,Hexpol,hexpol,0,SE0007074281,HPOL B,HPOL-B.ST,7.0,1,15.0,1,2008-06-09 00:00:00,Sverige
73,101,HMS Networks,hms-networks,0,SE0009997018,HMS,HMS.ST,6.0,1,86.0,1,2007-10-19 00:00:00,Sverige
74,102,Holmen B,holmen,0,SE0011090018,HOLM B,HOLM-B.ST,7.0,1,21.0,1,1993-01-01 00:00:00,Sverige
75,103,Hufvudstaden A,hufvudstaden,0,SE0000170375,HUFV A,HUFV-A.ST,1.0,1,75.0,1,1985-01-01 00:00:00,Sverige
76,104,Husqvarna B,husqvarna,0,SE0001662230,HUSQ B,HUSQ-B.ST,8.0,1,45.0,1,2006-06-13 00:00:00,Sverige
77,106,I.A.R Systems,iar-systems,0,SE0005851706,IAR B,IAR-B.ST,6.0,2,90.0,1,1999-01-04 00:00:00,Sverige
78,108,Image Systems,image-systems,0,SE0006421871,IS,IS.ST,6.0,3,90.0,1,1999-04-28 00:00:00,Sverige
79,109,Industrivärden C,industrivarden,0,SE0000107203,INDU C,INDU-C.ST,1.0,1,73.0,1,1981-01-01 00:00:00,Sverige
80,110,Indutrade,indutrade,0,SE0001515552,INDT,INDT.ST,5.0,1,24.0,1,2005-10-05 00:00:00,Sverige
81,111,Rolling Optics,intellecta,0,SE0010520155,RO,RO.ST,5.0,4,34.0,1,1990-05-08 00:00:00,Sverige
82,112,Intrum,intrum-justitia,0,SE0000936478,INTRUM,INTRUM.ST,1.0,1,70.0,1,2002-06-07 00:00:00,Sverige
83,113,Investor B,investor,0,SE0015811963,INVE B,INVE-B.ST,1.0,1,73.0,1,1990-01-01 00:00:00,Sverige
84,114,ITAB Shop Concept,itab,0,SE0015962097,ITAB,ITAB.ST,5.0,2,32.0,1,2004-04-03 00:00:00,Sverige
85,116,JM,jm,0,SE0000806994,JM,JM.ST,5.0,1,29.0,1,1981-11-25 00:00:00,Sverige
86,117,Kabe,kabe,0,SE0000107724,KABE B,KABE-B.ST,8.0,3,48.0,1,1983-12-01 00:00:00,Sverige
87,119,Karo Pharma,karo-bio,0,SE0007464888,KARO,KARO.ST,4.0,4,78.0,1,1998-04-03 00:00:00,Sverige
88,120,Kinnevik B,kinnevik,0,SE0015810247,KINV B,KINV-B.ST,1.0,1,73.0,1,1997-09-22 00:00:00,Sverige
89,122,KnowIT,knowit,0,SE0000421273,KNOW,KNOW.ST,6.0,2,89.0,1,1999-03-11 00:00:00,Sverige
90,124,Lagercrantz,lagercrantz,0,SE0014990966,LAGR B,LAGR-B.ST,5.0,1,25.0,1,2001-09-03 00:00:00,Sverige
91,125,Lammhults Design,lammhults,0,SE0000386138,LAMM B,LAMM-B.ST,5.0,3,32.0,1,1989-06-09 00:00:00,Sverige
92,126,Latour,latour,0,SE0010100958,LATO B,LATO-B.ST,1.0,1,73.0,1,1987-01-01 00:00:00,Sverige
93,127,Lindab,lindab,0,SE0001852419,LIAB,LIAB.ST,5.0,1,30.0,1,2006-12-01 00:00:00,Sverige
94,129,Loomis,loomis,0,SE0014504817,LOOMIS,LOOMIS.ST,5.0,1,35.0,1,2008-12-09 00:00:00,Sverige
95,130,Lundbergföretagen,lundbergforetagen,0,SE0000108847,LUND B,LUND-B.ST,1.0,1,73.0,1,1997-06-09 00:00:00,Sverige
96,131,Lundin Mining,lundin-mining,0,CA5503721063,LUMI,LUMI.ST,7.0,1,16.0,1,2003-12-12 00:00:00,Sverige
97,132,Orrön Energy,lundin-petroleum,0,SE0000825820,ORRON,ORRON.ST,10.0,1,11.0,1,2001-09-06 00:00:00,Sverige
98,134,Malmbergs Elektriska,malmbergs,0,SE0000507659,MEAB B,MEAB-B.ST,5.0,3,25.0,1,1999-03-12 00:00:00,Sverige
99,136,Medivir,medivir,0,SE0000273294,MVIR B,MVIR-B.ST,4.0,3,78.0,1,1996-11-14 00:00:00,Sverige
100,137,MEKO,mekonomen,0,SE0002110064,MEKO,MEKO.ST,8.0,2,48.0,1,2000-05-29 00:00:00,Sverige
101,140,Mycronic,mycronic,0,SE0000375115,MYCR,MYCR.ST,6.0,1,82.0,1,2000-03-09 00:00:00,Sverige
102,141,Midsona B,midsona,0,SE0000565228,MSON B,MSON-B.ST,2.0,2,65.0,1,1999-06-15 00:00:00,Sverige
103,142,Midway B,midway,0,SE0000122673,MIDW B,MIDW-B.ST,1.0,3,73.0,1,1994-07-15 00:00:00,Sverige
104,143,Millicom,millicom,0,SE0001174970,TIGO SDB,TIGO-SDB.ST,9.0,1,93.0,1,2004-03-30 00:00:00,Sverige
105,144,Stockwik Förvaltning,stockwik,0,SE0012257970,STWK,STWK.ST,1.0,3,73.0,1,1987-05-21 00:00:00,Sverige
106,147,Empir Group,msc-konsult,0,SE0010769182,EMPIR B,EMPIR-B.ST,6.0,3,89.0,1,1998-05-19 00:00:00,Sverige
107,148,Modern Times Group B,mtg,0,SE0018012494,MTG B,MTG-B.ST,8.0,2,57.0,1,1999-05-03 00:00:00,Sverige
108,150,NAXS,naxs,0,SE0001965369,NAXS,NAXS.ST,1.0,3,73.0,1,2007-05-14 00:00:00,Sverige
109,151,NCC B,ncc,0,SE0000117970,NCC B,NCC-B.ST,5.0,1,28.0,1,1987-05-11 00:00:00,Sverige
110,152,Nederman,nederman,0,SE0011204510,NMAN,NMAN.ST,5.0,2,30.0,1,2007-05-16 00:00:00,Sverige
111,154,Net Insight,net-insight,0,SE0000366098,NETI B,NETI-B.ST,6.0,3,86.0,1,1999-06-07 00:00:00,Sverige
112,155,New Wave,new-wave,0,SE0000426546,NEWA B,NEWA-B.ST,8.0,2,43.0,1,1997-12-11 00:00:00,Sverige
113,156,NIBE Industrier,nibe,0,SE0015988019,NIBE B,NIBE-B.ST,5.0,1,30.0,1,1997-06-16 00:00:00,Sverige
114,157,Nobia,nobia,0,SE0000949331,NOBI,NOBI.ST,8.0,2,46.0,1,2002-06-19 00:00:00,Sverige
115,158,Nolato,nolato,0,SE0015962477,NOLA B,NOLA-B.ST,7.0,1,15.0,1,1984-05-01 00:00:00,Sverige
116,159,Nordea Bank,nordea,0,FI4000297767,NDA SE,NDA-SE.ST,1.0,1,68.0,1,1997-12-15 00:00:00,Sverige
117,161,Nordnet,nordnet,0,SE0015192067,SAVE,SAVE.ST,1.0,1,69.0,1,2020-11-25 00:00:00,Sverige
118,162,NOTE,note,0,SE0001161654,NOTE,NOTE.ST,6.0,2,82.0,1,2004-01-01 00:00:00,Sverige
119,163,Strax,novestra,0,SE0012040459,STRAX,STRAX.ST,8.0,3,47.0,1,1999-11-26 00:00:00,Sverige
120,164,Novotek,novotek,0,SE0000567752,NTEK B,NTEK-B.ST,6.0,3,90.0,1,1999-06-30 00:00:00,Sverige
121,166,Vivesto,oasmia,0,SE0000722365,VIVE,VIVE.ST,4.0,2,77.0,1,2005-12-30 00:00:00,Sverige
122,167,Logistea A,odd-molly,3,SE0017131329,LOGI A,LOGI-A.ST,1.0,2,75.0,1,2007-06-18 00:00:00,Sverige
123,168,OEM International,oem,0,SE0017766843,OEM B,OEM-B.ST,5.0,2,24.0,1,1983-12-01 00:00:00,Sverige
124,170,Orexo,orexo,0,SE0000736415,ORX,ORX.ST,4.0,2,77.0,1,2005-11-09 00:00:00,Sverige
125,172,Ortivus B,ortivus-b,0,SE0000123085,ORTI B,ORTI-B.ST,4.0,3,80.0,1,1997-01-02 00:00:00,Sverige
126,175,Peab,peab,0,SE0000106205,PEAB B,PEAB-B.ST,5.0,1,28.0,1,1987-06-15 00:00:00,Sverige
127,177,PION Group,poolia,0,SE0000567539,PION B,PION-B.ST,5.0,3,33.0,1,1999-06-23 00:00:00,Sverige
128,178,Precise Biometrics,precise-biometrics,0,SE0018013849,PREC,PREC.ST,6.0,3,85.0,1,1999-12-13 00:00:00,Sverige
129,179,Prevas,prevas,0,SE0000356008,PREV B,PREV-B.ST,6.0,3,89.0,1,1998-05-29 00:00:00,Sverige
130,180,Pricer,pricer,0,SE0000233934,PRIC B,PRIC-B.ST,6.0,2,84.0,1,1996-10-08 00:00:00,Sverige
131,181,Proact IT,proact-it,0,SE0015961222,PACT,PACT.ST,6.0,2,89.0,1,1997-10-16 00:00:00,Sverige
132,182,Probi,probi,0,SE0001280355,PROB,PROB.ST,2.0,2,63.0,1,1998-12-16 00:00:00,Sverige
133,184,ProfilGruppen,profilgruppen,0,SE0000393860,PROF B,PROF-B.ST,5.0,3,24.0,1,1997-06-19 00:00:00,Sverige
134,185,Ratos B,ratos,0,SE0000111940,RATO B,RATO-B.ST,1.0,1,73.0,1,1983-01-01 00:00:00,Sverige
135,186,RaySearch Laboratories,raysearch,0,SE0000135485,RAY B,RAY-B.ST,4.0,2,79.0,1,1990-05-29 00:00:00,Sverige
136,188,Rejlers,rejlerkoncernen,0,SE0000123671,REJL B,REJL-B.ST,5.0,2,34.0,1,2003-05-08 00:00:00,Sverige
137,189,Coala-life,rnb,0,SE0017083983,COALA,COALA.ST,4.0,4,79.0,1,2001-01-08 00:00:00,Sverige
138,191,Rottneros,rottneros,0,SE0000112252,RROS,RROS.ST,7.0,2,21.0,1,1987-11-20 00:00:00,Sverige
139,193,Saab,saab,0,SE0000112385,SAAB B,SAAB-B.ST,5.0,1,26.0,1,1998-06-18 00:00:00,Sverige
140,194,Sagax A,sagax,0,SE0004635878,SAGA A,SAGA-A.ST,1.0,1,75.0,1,1999-04-06 00:00:00,Sverige
141,195,Sandvik,sandvik,0,SE0000667891,SAND,SAND.ST,5.0,1,23.0,1,1989-01-01 00:00:00,Sverige
142,196,SAS,sas,0,SE0003366871,SAS,SAS.ST,5.0,1,40.0,1,2001-07-06 00:00:00,Sverige
143,197,SCA B,sca,0,SE0000112724,SCA B,SCA-B.ST,7.0,1,21.0,1,1987-01-01 00:00:00,Sverige
144,199,SEB A,seb,0,SE0000148884,SEB A,SEB-A.ST,1.0,1,68.0,1,1975-01-01 00:00:00,Sverige
145,200,Sectra,sectra,0,SE0018245953,SECT B,SECT-B.ST,4.0,1,79.0,1,1999-03-03 00:00:00,Sverige
146,201,Securitas,securitas,0,SE0000163594,SECU B,SECU-B.ST,5.0,1,35.0,1,1991-07-09 00:00:00,Sverige
147,203,Sensys Gatso,sensys,0,SE0000567729,SENS,SENS.ST,6.0,3,88.0,1,2001-01-31 00:00:00,Sverige
148,204,Handelsbanken A,handelsbanken,0,SE0007100599,SHB A,SHB-A.ST,1.0,1,68.0,1,1987-01-01 00:00:00,Sverige
149,206,SinterCast,sintercast,0,SE0000950982,SINT,SINT.ST,5.0,3,24.0,1,1993-04-26 00:00:00,Sverige
150,207,Skanska,skanska,0,SE0000113250,SKA B,SKA-B.ST,5.0,1,28.0,1,1965-01-01 00:00:00,Sverige
151,208,SKF B,skf,0,SE0000108227,SKF B,SKF-B.ST,5.0,1,24.0,1,1982-01-01 00:00:00,Sverige
152,209,SkiStar,skistar,0,SE0012141687,SKIS B,SKIS-B.ST,8.0,2,53.0,1,1994-07-08 00:00:00,Sverige
153,210,Softronic,softronic,0,SE0000323305,SOF B,SOF-B.ST,6.0,3,89.0,1,1998-12-03 00:00:00,Sverige
154,211,SSAB A,ssab,3,SE0000171100,SSAB A,SSAB-A.ST,7.0,1,17.0,1,1989-07-03 00:00:00,Sverige
155,212,Stora Enso R,stora-enso,0,FI0009007611,STE R,STE-R.ST,7.0,1,21.0,1,1998-12-29 00:00:00,Sverige
156,213,Studsvik,studsvik,0,SE0000653230,SVIK,SVIK.ST,5.0,3,27.0,1,2001-05-04 00:00:00,Sverige
157,214,Svedbergs,svedbergs,0,SE0000407991,SVED B,SVED-B.ST,8.0,3,46.0,1,1997-10-03 00:00:00,Sverige
158,215,Svolder B,svolder,0,SE0017161458,SVOL B,SVOL-B.ST,1.0,2,73.0,1,1993-06-30 00:00:00,Sverige
159,216,Sweco B,sweco,0,SE0014960373,SWEC B,SWEC-B.ST,5.0,1,34.0,1,1998-08-24 00:00:00,Sverige
160,217,Swedbank,swedbank,0,SE0000242455,SWED A,SWED-A.ST,1.0,1,68.0,1,1995-06-09 00:00:00,Sverige
161,218,Swedish Match,swedish-match,0,SE0015812219,SWMA,SWMA.ST,2.0,1,62.0,1,1996-01-01 00:00:00,Sverige
162,219,Swedish Orphan Biovitrum,sobi,0,SE0000872095,SOBI,SOBI.ST,4.0,1,77.0,1,2006-09-15 00:00:00,Sverige
163,221,Systemair,systemair,0,SE0016609499,SYSR,SYSR.ST,5.0,1,30.0,1,2007-10-12 00:00:00,Sverige
164,222,Tele2 B,tele2,0,SE0005190238,TEL2 B,TEL2-B.ST,9.0,1,93.0,1,1996-05-14 00:00:00,Sverige
165,223,Telia Company,telia,0,SE0000667925,TELIA,TELIA.ST,9.0,1,93.0,1,2000-06-13 00:00:00,Sverige
166,224,TietoEVRY,tieto,0,FI0009000277,TIETOS,TIETOS.ST,6.0,1,89.0,1,1999-07-09 00:00:00,Sverige
167,225,Traction,traction,0,SE0000391716,TRAC B,TRAC-B.ST,1.0,2,73.0,1,1997-07-03 00:00:00,Sverige
168,226,TradeDoubler,tradedoubler,0,SE0001552357,TRAD,TRAD.ST,8.0,3,56.0,1,2005-11-08 00:00:00,Sverige
169,227,Viking Supply,viking-supply,0,SE0010820613,VSSAB B,VSSAB-B.ST,5.0,3,41.0,1,1993-06-17 00:00:00,Sverige
170,229,Trelleborg,trelleborg,0,SE0000114837,TREL B,TREL-B.ST,7.0,1,15.0,1,1987-01-01 00:00:00,Sverige
171,231,Kindred,unibet,0,SE0007871645,KIND SDB,KIND-SDB.ST,8.0,1,54.0,1,2006-10-30 00:00:00,Sverige
172,233,VBG Group,vbg,0,SE0000115107,VBG B,VBG-B.ST,5.0,2,24.0,1,1987-11-17 00:00:00,Sverige
173,234,Rizzo Group,venue-retail-group,0,SE0016276109,RIZZO B,RIZZO-B.ST,8.0,3,44.0,1,1997-07-01 00:00:00,Sverige
174,235,Vitrolife,vitrolife,0,SE0011205202,VITR,VITR.ST,4.0,1,79.0,1,2001-06-26 00:00:00,Sverige
175,236,Volvo B,volvo,0,SE0000115446,VOLV B,VOLV-B.ST,5.0,1,23.0,1,1982-01-01 00:00:00,Sverige
176,237,VNV Global,vostok-new-venture,0,SE0014428835,VNV,VNV.ST,1.0,2,73.0,1,2007-07-04 00:00:00,Sverige
177,238,Wallenstam,wallenstam,0,SE0017780133,WALL B,WALL-B.ST,1.0,1,75.0,1,1984-06-01 00:00:00,Sverige
178,239,Wihlborgs Fastigheter,wihlborgs,0,SE0018012635,WIHL,WIHL.ST,1.0,1,75.0,1,2005-05-23 00:00:00,Sverige
179,240,XANO Industri,xano,0,SE0018014151,XANO B,XANO-B.ST,5.0,2,24.0,1,1988-12-05 00:00:00,Sverige
180,241,AFRY,af,0,SE0005999836,AFRY,AFRY.ST,5.0,1,34.0,1,1986-01-27 00:00:00,Sverige
181,242,Öresund,oresund,0,SE0008321608,ORES,ORES.ST,1.0,2,73.0,1,1962-01-01 00:00:00,Sverige
182,243,Karolinska Development,karolinska-development,0,SE0002190926,KDEV,KDEV.ST,1.0,3,73.0,1,2011-04-15 00:00:00,Sverige
183,244,Boule Diagnostics,boule-diagnostics,0,SE0011231158,BOUL,BOUL.ST,4.0,3,79.0,1,2011-04-23 00:00:00,Sverige
184,245,Dedicare,dedicare,0,SE0003909282,DEDI,DEDI.ST,5.0,3,33.0,1,2011-05-04 00:00:00,Sverige
185,246,Moberg Pharma,moberg-pharma,0,SE0013121340,MOB,MOB.ST,4.0,3,77.0,1,2011-05-26 00:00:00,Sverige
186,247,Concentric,concentric,0,SE0003950864,COIC,COIC.ST,5.0,2,24.0,1,2011-06-16 00:00:00,Sverige
187,248,Cavotec,cavotec,0,CH0136071542,CCC,CCC.ST,5.0,2,23.0,1,2011-10-19 00:00:00,Sverige
188,249,Nokia,nokia,0,FI0009000681,NOKIA SEK,NOKIA-SEK.ST,6.0,1,86.0,1,1986-01-01 00:00:00,Sverige
189,251,Micro Systemation,micro-systemation,0,SE0000526626,MSAB B,MSAB-B.ST,6.0,3,84.0,1,1998-01-01 00:00:00,Sverige
190,252,Vitec Software,vitec,0,SE0007871363,VIT B,VIT-B.ST,6.0,1,90.0,1,1998-03-16 00:00:00,Sverige
191,254,Bulten,bulten,0,SE0003849223,BULTEN,BULTEN.ST,5.0,2,24.0,1,2011-05-20 00:00:00,Sverige
192,255,Moment Group,2e-group,0,SE0000680902,MOMENT,MOMENT.ST,8.0,3,53.0,1,2000-06-28 00:00:00,Sverige
193,257,ADDvise Group A,addvise,0,SE0001306119,ADDV A,ADDV-A.ST,4.0,4,80.0,1,1998-03-01 00:00:00,Sverige
194,258,Africa Oil,africa-oil,0,CA00829Q1019,AOI,AOI.ST,3.0,2,2.0,1,2010-09-30 00:00:00,Sverige
195,262,Arctic Minerals,arctic-gold,0,SE0000697948,ARCT,ARCT.ST,7.0,4,18.0,1,2009-07-15 00:00:00,Sverige
196,263,Avensia,avensia,0,SE0000671745,AVEN,AVEN.ST,6.0,4,92.0,1,2000-06-15 00:00:00,Sverige
197,264,Avtech,avtech,0,SE0004270445,AVT B,AVT-B.ST,6.0,4,90.0,1,2012-02-20 00:00:00,Sverige
198,268,Bredband2,bredband2,0,SE0000648669,BRE2,BRE2.ST,9.0,4,93.0,1,2000-04-27 00:00:00,Sverige
199,270,C-RAD,c-rad,0,SE0002016352,CRAD B,CRAD-B.ST,4.0,3,79.0,1,2007-07-23 00:00:00,Sverige
200,274,Catella B,catella,0,SE0000188518,CAT B,CAT-B.ST,1.0,2,71.0,1,1992-12-04 00:00:00,Sverige
201,275,Auriant Mining,auriant-mining,0,SE0001337213,AUR,AUR.ST,7.0,4,18.0,1,2005-03-29 00:00:00,Sverige
202,277,Nordic LEVEL,confidence,0,SE0012313302,LEVEL,LEVEL.ST,5.0,4,35.0,1,1997-01-01 00:00:00,Sverige
